lat,lon,date,disaster,nama_lokasi,keterangan_banjir
-6.641658635898672,106.04963378788416,2023-05-07,0,"Bulakan, Banten",Tidak Banjir
-6.6697026083996604,106.67119700889944,2023-05-08,1,"Ciampea, West Java",Banjir
-7.399838851829463,106.49977169833016,2023-05-09,1,"Cibungur, West Java",Banjir
-6.161812110766104,106.92763747585438,2023-05-10,0,"Bekasi, West Java",Tidak Banjir
-6.099623689943108,107.44543941053917,2023-05-11,1,"Rengasdengklok, West Java",Banjir
-7.003085815087346,106.80641799028018,2023-05-12,1,"Gunungkalong, West Java",Banjir
-7.288027980575545,106.41926649535264,2023-05-13,0,"Gunungbatu, West Java",Tidak Banjir
-6.037200315261603,107.12815860037408,2023-05-14,0,"Rengasdengklok, West Java",Tidak Banjir
-6.988356340239658,107.29483202261528,2023-05-15,1,"Nagrog, West Java",Banjir
-6.647341878884455,106.944979199995,2023-05-16,0,"Caringin, West Java",Tidak Banjir
-7.262253357468158,106.52538051287736,2023-05-17,0,"Cimarelang, West Java",Tidak Banjir
-6.828006446144233,107.70155324547116,2023-05-18,0,"Lembang, West Java",Tidak Banjir
-6.190774517189885,107.35640615437158,2023-05-19,0,"Rengasdengklok, West Java",Tidak Banjir
-7.146937950161087,106.76558172750488,2023-05-20,0,"Citampian, West Java",Tidak Banjir
-7.816618495699563,107.17008924255582,2023-05-21,1,"Cikamurang, West Java",Banjir
-6.418479421499341,106.94842500136168,2023-05-22,0,"Cileungsir, West Java",Tidak Banjir
-7.931894991958218,106.99060705750318,2023-05-23,1,"Mekarsari, West Java",Banjir
-7.281164076277856,107.67463367396503,2023-05-24,0,"Negla, West Java",Tidak Banjir
-6.222060895726377,107.52512642966576,2023-05-25,0,"Cikampek, West Java",Tidak Banjir
-6.807540295744275,107.83228143916426,2023-05-26,1,Tidak diketahui,Banjir
-6.022557459268176,106.76883934051722,2023-05-27,0,"Teluknaga, West Java",Tidak Banjir
-7.417603519908305,106.89273750136468,2023-05-28,0,"Situwangi, West Java",Tidak Banjir
-6.053014361557905,107.29294896278228,2023-05-29,0,"Rengasdengklok, West Java",Tidak Banjir
-6.772852817501889,106.1709877694512,2023-05-30,1,"Cikawung, Banten",Banjir
-6.946910130015708,107.45085536463448,2023-05-31,1,"Soreang, West Java",Banjir
-6.146932998453132,106.27187693568922,2023-06-01,0,"Kresek, West Java",Tidak Banjir
-6.501924890417073,106.54938901277754,2023-06-02,1,"Kadaka, West Java",Banjir
-6.613133260372981,106.14160717716126,2023-06-03,0,"Sumberwaras, Banten",Tidak Banjir
-7.478757154482552,107.22080294842242,2023-06-04,1,"Cigarogol, West Java",Banjir
-6.464212387973498,106.1158085974362,2023-06-05,0,"Sarageni, Banten",Tidak Banjir
-7.171087027583969,106.10848293718526,2023-06-06,1,"Sindanglaut, Banten",Banjir
-6.493540834178141,107.52098823793924,2023-06-07,1,"Cikampek, West Java",Banjir
-7.040804877261099,106.30093541524184,2023-06-08,1,"Cisujen Satu, Banten",Banjir
-7.028805158701864,107.5992663924714,2023-06-09,0,"Pameungpeuk, West Java",Tidak Banjir
-7.938907357447796,107.3818504010554,2023-06-10,0,"Gunungsulah, West Java",Tidak Banjir
-6.380184319858751,106.6898876452429,2023-06-11,0,"Parung, West Java",Tidak Banjir
-6.95197640520194,107.72708644141557,2023-06-12,1,"Cileunyi, West Java",Banjir
-6.6232208737284735,106.96417814690842,2023-06-13,1,"Citeureup, West Java",Banjir
-7.147719588168158,106.74613984006952,2023-06-14,1,"Bojonghaur, West Java",Banjir
-7.360420378438152,107.78021400959096,2023-06-15,1,"Panyingkiran, West Java",Banjir
-7.089233597718907,106.28526431994187,2023-06-16,1,"Cisujen Satu, Banten",Banjir
-6.907755494179428,106.69971528487363,2023-06-17,1,"Sindangsari, West Java",Banjir
-6.99103019901248,106.79857563417283,2023-06-18,1,"Gunungkalong, West Java",Banjir
-7.024423307952192,107.32989575811284,2023-06-19,0,"Nagrog, West Java",Tidak Banjir
-7.098197380123294,106.28499367828812,2023-06-20,0,"Cisujen Satu, Banten",Tidak Banjir
-7.657738499811586,106.99843259035048,2023-06-21,0,"Sukadami, West Java",Tidak Banjir
-6.023093618609488,106.00435894293456,2023-06-22,0,"Curug, Banten",Tidak Banjir
-7.650952564539498,106.71060993690952,2023-06-23,1,"Tegalbuleud, West Java",Banjir
-7.235342625809276,107.3894371311631,2023-06-24,0,"Balegede, West Java",Tidak Banjir
-7.442704718631668,107.4298523528542,2023-06-25,0,"Cikarang, West Java",Tidak Banjir
-7.73267684171889,107.23560648152989,2023-06-26,0,"Cikole, West Java",Tidak Banjir
-7.141117725727769,107.86813822929444,2023-06-27,1,"Pasirsalam, West Java",Banjir
-6.0849596627590445,106.8915496147116,2023-06-28,0,"Jakarta, Jakarta Raya",Tidak Banjir
-6.81595403639016,106.05184583048847,2023-06-29,1,"Citaritih, Banten",Banjir
-7.159561994634958,106.0125449701444,2023-06-30,0,"Panyaungan Timur, Banten",Tidak Banjir
-7.726044093334418,107.75109983376149,2023-07-01,1,"Ciawi, West Java",Banjir
-6.294555846637399,107.6041938048337,2023-07-02,0,"Cikampek, West Java",Tidak Banjir
-7.0006667652443815,106.02125892868126,2023-07-03,0,"Cicatang Satu, Banten",Tidak Banjir
-6.620448391595206,106.44888844389028,2023-07-04,0,"Cileuksa, West Java",Tidak Banjir
-6.637469713024884,107.3147582018767,2023-07-05,1,"Purwakarta, West Java",Banjir
-6.30027656286804,107.33338947516346,2023-07-06,1,"Rengasdengklok, West Java",Banjir
-7.026668224187235,107.84974111948507,2023-07-07,0,"Margabakti, West Java",Tidak Banjir
-6.102145806438399,106.29775730152694,2023-07-08,1,"Kresek, West Java",Banjir
-7.620611274333526,106.68810938748328,2023-07-09,1,"Rancaerang, West Java",Banjir
-6.300635265914067,107.30651456109656,2023-07-10,0,"Rengasdengklok, West Java",Tidak Banjir
-6.5970046936856885,107.84208730092908,2023-07-11,0,Tidak diketahui,Tidak Banjir
-6.752182396801487,106.22965810987527,2023-07-12,0,"Cikate, Banten",Tidak Banjir
-7.711898541385956,107.11960348300104,2023-07-13,0,"Cigarogol, West Java",Tidak Banjir
-6.0764842658275136,106.15191548009372,2023-07-14,0,"Serang, Banten",Tidak Banjir
-7.352211069124108,107.99014274668522,2023-07-15,0,"Nangtang, West Java",Tidak Banjir
-6.56096385043601,107.01635429630944,2023-07-16,0,"Citeureup, West Java",Tidak Banjir
-6.682933516300594,106.0262404021795,2023-07-17,1,"Pamundayan Kaler, Banten",Banjir
-6.978230607075961,107.46639408581504,2023-07-18,0,"Soreang, West Java",Tidak Banjir
-7.839856458579249,106.9244858257464,2023-07-19,1,"Sukadami, West Java",Banjir
-7.817363037827172,107.52512152358332,2023-07-20,1,"Gunungsulah, West Java",Banjir
-6.238342234360752,107.91464909563646,2023-07-21,1,"Pamanukan, West Java",Banjir
-7.993452914945465,107.76711831078008,2023-07-22,0,"Cibaregbeg, West Java",Tidak Banjir
-7.92110964955922,107.8567234400054,2023-07-23,0,"Ciheras, West Java",Tidak Banjir
-7.722075787430547,106.26663527989706,2023-07-24,0,"Gunungbatu, West Java",Tidak Banjir
-6.142827483200644,106.19012522526644,2023-07-25,0,"Serang, Banten",Tidak Banjir
-6.5673454478541,106.62643606331277,2023-07-26,0,"Ciampea, West Java",Tidak Banjir
-7.285947229535477,106.12597824332713,2023-07-27,0,"Gunungbatu, West Java",Tidak Banjir
-7.017583183541365,106.07983285887316,2023-07-28,1,"Panyaungan Timur, Banten",Banjir
-6.750598929257622,106.6370552954826,2023-07-29,0,"Cicurug, West Java",Tidak Banjir
-7.073438114378063,107.50825553182696,2023-07-30,1,"Soreang, West Java",Banjir
-7.582845643668786,107.63141369432388,2023-07-31,0,"Karangsari, West Java",Tidak Banjir
-7.999504327266299,106.105436779949,2023-08-01,1,"Gunungbatu, West Java",Banjir
-7.510658970106562,106.40049545936736,2023-08-02,1,"Simpang, West Java",Banjir
-6.464421209893857,107.33332890580738,2023-08-03,0,"Cikampek, West Java",Tidak Banjir
-6.106757274859405,106.22101500378704,2023-08-04,1,"Serang, Banten",Banjir
-7.6971668239538,107.92358624577898,2023-08-05,0,"Cibalieur, West Java",Tidak Banjir
-6.952902706125197,107.53729986300895,2023-08-06,1,"Margahayukencana, West Java",Banjir
-6.7598712803486025,106.60681488421773,2023-08-07,0,"Kubang, Banten",Tidak Banjir
-6.88159031024183,107.44622954933668,2023-08-08,1,"Padalarang, West Java",Banjir
-6.924722268220805,107.35663814138329,2023-08-09,0,"Ciranjang-hilir, West Java",Tidak Banjir
-7.558302900228928,106.80428964660165,2023-08-10,1,"Sinarharapan, West Java",Banjir
-7.4381941155537294,107.80292276372803,2023-08-11,0,"Potongan, West Java",Tidak Banjir
-6.092581856668849,107.57635688469104,2023-08-12,1,"Rengasdengklok, West Java",Banjir
-7.206933640213095,106.14259241119646,2023-08-13,0,"Cisujen Satu, Banten",Tidak Banjir
-6.018538792742491,106.62663690333832,2023-08-14,1,"Teluknaga, West Java",Banjir
-6.839131291349421,106.74902332252177,2023-08-15,0,"Cicurug, West Java",Tidak Banjir
-7.441128874121698,107.97748074143286,2023-08-16,0,"Kudang, West Java",Tidak Banjir
-6.801683210520228,107.8179224697488,2023-08-17,0,Tidak diketahui,Tidak Banjir
-6.177203422243421,106.66993921513028,2023-08-18,0,"Tangerang, Banten",Tidak Banjir
-6.38809615319122,106.7832800228679,2023-08-19,0,"Sawangan, West Java",Tidak Banjir
-7.933344946929113,107.34839365267814,2023-08-20,0,"Rancabuaya, West Java",Tidak Banjir
-7.813731506513543,106.59279627033496,2023-08-21,1,"Rancaerang, West Java",Banjir
-7.491772794904512,107.29310049184086,2023-08-22,1,"Cikole, West Java",Banjir
-7.918102791026127,107.0883999286325,2023-08-23,0,"Cigarogol, West Java",Tidak Banjir
-7.971539834212396,106.56918595196012,2023-08-24,1,"Rancaerang, West Java",Banjir
-6.992444931819257,106.82601893416742,2023-08-25,1,"Suryabakti, West Java",Banjir
-6.549110809610611,106.6318775596214,2023-08-26,1,"Ciampea, West Java",Banjir
-7.567591064621024,107.8134427732638,2023-08-27,1,"Cidahu, West Java",Banjir
-6.0072080632441605,106.44043835227608,2023-08-28,0,"Langgen, Banten",Tidak Banjir
-6.718485636006354,107.41858619227224,2023-08-29,1,"Padalarang, West Java",Banjir
-7.40970941992858,107.32249799884184,2023-08-30,1,"Wangunjaya, West Java",Banjir
-6.487548021524642,106.67406791585478,2023-08-31,1,"Ciampea, West Java",Banjir
-6.808466163810849,107.86515375203406,2023-09-01,1,Tidak diketahui,Banjir
-6.432946956482674,106.1705363252934,2023-09-02,0,"Sarageni, Banten",Tidak Banjir
-6.619674424360245,106.06787699282675,2023-09-03,0,"Kadubetara, Banten",Tidak Banjir
-6.511973754196235,107.44794907341884,2023-09-04,1,"Purwakarta, West Java",Banjir
-6.293530310840091,106.02205766601992,2023-09-05,0,"Gunungsari, Banten",Tidak Banjir
-6.9982513602783145,106.15899278279092,2023-09-06,1,"Panyaungan Timur, Banten",Banjir
-6.334055887582534,107.75596403559412,2023-09-07,0,"Pamanukan, West Java",Tidak Banjir
-7.20450824206061,106.95591107721891,2023-09-08,1,"Puncakmanis, West Java",Banjir
-6.858234236380861,107.61485723912082,2023-09-09,1,"Bandung, West Java",Banjir
-7.16613592157788,106.4269342474627,2023-09-10,1,"Ciwaru, West Java",Banjir
-7.511688404287161,106.99673834594545,2023-09-11,1,"Sukadami, West Java",Banjir
-7.443482891627954,107.3264595884624,2023-09-12,0,"Wangunjaya, West Java",Tidak Banjir
-7.638225131143969,107.51568925231471,2023-09-13,1,"Cijayana, West Java",Banjir
-6.952053091151955,106.68632206639384,2023-09-14,0,"Sindangsari, West Java",Tidak Banjir
-7.3704903415646275,107.95188820660456,2023-09-15,1,"Sukamukti, West Java",Banjir
-6.797674662504407,106.13256230804606,2023-09-16,0,"Cikaras, Banten",Tidak Banjir
-7.630486713450438,107.90597864016613,2023-09-17,0,"Simpang, West Java",Tidak Banjir
-6.451900179236423,107.72244169019676,2023-09-18,0,"Pamanukan, West Java",Tidak Banjir
-7.045670990304808,106.92592683237476,2023-09-19,1,"Cisantri, West Java",Banjir
-6.652673059130441,106.651641269588,2023-09-20,1,"Ciampea, West Java",Banjir
-7.122849884033204,106.53056620267684,2023-09-21,0,"Ciemas Satu, West Java",Tidak Banjir
-7.582976953553591,107.18895239808934,2023-09-22,1,"Cigarogol, West Java",Banjir
-7.592336325358185,107.0287655566338,2023-09-23,0,"Sukadami, West Java",Tidak Banjir
-6.072479199868491,106.18747310935534,2023-09-24,0,"Serang, Banten",Tidak Banjir
-6.7528255642493065,106.75878054591092,2023-09-25,0,"Cicurug, West Java",Tidak Banjir
-7.734013518256392,107.23213874083136,2023-09-26,1,"Cikole, West Java",Banjir
-6.2913908778288,106.37093382857256,2023-09-27,1,"Rangkasbitung, Banten",Banjir
-7.817815874564943,106.70345211089176,2023-09-28,1,"Tegalbuleud, West Java",Banjir
-7.177341656127743,106.21171062413389,2023-09-29,0,"Cisujen Satu, Banten",Tidak Banjir
-6.099860078679424,106.6404778417102,2023-09-30,1,"Teluknaga, West Java",Banjir
-6.156430154439685,107.45070065331876,2023-10-01,0,"Rengasdengklok, West Java",Tidak Banjir
-7.08675531803371,106.06982097741816,2023-10-02,0,"Panyaungan Timur, Banten",Tidak Banjir
-6.679686850301003,106.06072209548938,2023-10-03,1,"Sukakerta, Banten",Banjir
-7.208602792234801,106.1671749066594,2023-10-04,0,"Cisujen Satu, Banten",Tidak Banjir
-7.5482137376891,106.76554273039416,2023-10-05,0,"Tegalbuleud, West Java",Tidak Banjir
-6.513954656862929,106.2649831440853,2023-10-06,0,"Neglasari, Banten",Tidak Banjir
-6.325680915312924,107.15466065887966,2023-10-07,1,"Cikarang, West Java",Banjir
-7.828157130020747,106.24148824364018,2023-10-08,0,"Gunungbatu, West Java",Tidak Banjir
-7.311719146427279,106.12500016365416,2023-10-09,1,"Gunungbatu, West Java",Banjir
-6.364483977618536,106.1795083752725,2023-10-10,1,"Garawati, Banten",Banjir
-6.983558118299749,107.69120976789137,2023-10-11,0,"Cileunyi, West Java",Tidak Banjir
-7.640687527517689,106.86709054501527,2023-10-12,0,"Sinarharapan, West Java",Tidak Banjir
-6.47667641201913,107.38852724889378,2023-10-13,1,"Cikampek, West Java",Banjir
-7.671820325118392,106.8251058161547,2023-10-14,1,"Sinarharapan, West Java",Banjir
-6.071381921315762,107.69768438424168,2023-10-15,0,"Pamanukan, West Java",Tidak Banjir
-7.747983188866646,107.3191986262806,2023-10-16,1,"Kertajadi, West Java",Banjir
-7.102644544411949,107.55382793156804,2023-10-17,0,"Banjaran, West Java",Tidak Banjir
-7.846499934763501,107.45593648065976,2023-10-18,0,"Gunungsulah, West Java",Tidak Banjir
-7.062349960221471,106.2588370934733,2023-10-19,0,"Cisujen Satu, Banten",Tidak Banjir
-7.936485569722356,107.6795859184051,2023-10-20,1,"Cibera, West Java",Banjir
-6.4121058190229485,107.84611338735353,2023-10-21,1,"Pamanukan, West Java",Banjir
-6.6434233399064215,107.1437964974474,2023-10-22,0,"Ciranjang-hilir, West Java",Tidak Banjir
-7.6279580813638095,107.40091242467216,2023-10-23,0,"Rancabuaya, West Java",Tidak Banjir
-7.405315196175185,107.05412054707436,2023-10-24,0,"Sukarame, West Java",Tidak Banjir
-6.3729864529037314,107.63149232468284,2023-10-25,1,"Cikampek, West Java",Banjir
-7.41918847918179,107.9892837316871,2023-10-26,0,"Sawahbaru, West Java",Tidak Banjir
-6.143629392230919,106.19884121076022,2023-10-27,1,"Serang, Banten",Banjir
-7.602765017063857,107.13372529068398,2023-10-28,1,"Cigarogol, West Java",Banjir
-6.091221245604185,106.91240959833982,2023-10-29,1,"Jakarta, Jakarta Raya",Banjir
-6.909007307344524,107.57363135037484,2023-10-30,1,"Bandung, West Java",Banjir
-6.674431248850781,107.99023536308373,2023-10-31,0,Tidak diketahui,Tidak Banjir
-7.097603623280203,107.10210808776816,2023-11-01,0,"Ciodeng, West Java",Tidak Banjir
-7.508944292192391,107.22847845722254,2023-11-02,1,"Cikamurang, West Java",Banjir
-7.514814875250592,107.88148370907749,2023-11-03,0,"Cigadog, West Java",Tidak Banjir
-6.316239782053408,106.05113382725744,2023-11-04,1,"Cidahu, Banten",Banjir
-7.69038159030673,106.17858608553362,2023-11-05,0,"Gunungbatu, West Java",Tidak Banjir
-6.837052958452119,107.75249494237096,2023-11-06,1,"Cileunyi, West Java",Banjir
